alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
lift pump intank pump assembly,\b(?:lift\s+pump\s+intank\s+pump\s+assembly)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,Fleece Performance PowerFlo Lift Pump In-Tank Pump Assembly 05-09 Dodge 5.9L / 6.7L Cummins | Fleece Performance PowerFlo Lift Pump In-Tank Pump Assembly 11-24 Ram  6.7L Cummins Cab & Chassis | Fleece Performance PowerFlo Lift Pump In-Tank Pump Assembly 1998 12 Valve Dodge 5.9L Cummins
liner set 2 pc front,\b(?:liner\s+set\s+2\s+pc\s+front)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Crew Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 07.5-14 Chevy Silverado / GMC Sierra Ext Cab | WeatherTech DigitalFit Floor Liner Set (2 Pc Front) 10-12 Dodge Ram Crew Cab 1 Hook
liner set over hump front,\b(?:liner\s+set\s+over\s+hump\s+front)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Floor Mats,Motor Vehicle Interior Fittings,6,6,1.0,0.4512,1,1,WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Crew | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 07.5-14 Chevy Silverado / GMC Sierra Ext | WeatherTech DigitalFit Floor Liner Set (Over Hump Front) 10-12 Dodge Ram Crew Cab 1 Hook
lite 5 dpf back aluminized,\b(?:lite\s+5\s+dpf\s+back\s+aluminized)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"MBRP Armor Lite 5"" DPF Back Aluminized Exhaust 08-10 Ford 6.4L Powerstroke | MBRP Armor Lite 5"" DPF Back Aluminized Exhaust Kit 07.5-12 Dodge 6.7L Cummins | MBRP Armor Lite 5"" DPF Back Aluminized Exhaust Kit 11-16 Ford 6.7L Powerstroke"
magnum force stage 2 intake,\b(?:magnum\s+force\s+stage\s+2\s+intake)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,AFE Magnum FORCE Stage 2 Intake System 14-18 Jeep Grand Cherokee 3.0L EcoDiesel | AFE Magnum FORCE Stage 2 Intake System Cover 13-18 Ram 6.7L Cummins | AFE Magnum FORCE Stage 2 Intake System Cover 14-18 Ram 1500 EcoDiesel
nx2 steering stabilizer shock single,\b(?:nx2\s+steering\s+stabilizer\s+shock\s+single)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,BDS Suspension NX2 Steering Stabilizer Shock | Single 94-00 Dodge Ram 2500/3500 | BDS Suspension NX2 Steering Stabilizer Shock | Single | 01-02 Dodge Ram 2500/3500 4WD | BDS Suspension NX2 Steering Stabilizer Shock | Single | 03-08 Dodge Ram 2500/3500
oer series new replacement hx35w,\b(?:oer\s+series\s+new\s+replacement\s+hx35w)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,XDP Xpressor OER Series New Replacement HX35W Turbo 94-95 Ram 5.9L Cummins 12 Valve | XDP Xpressor OER Series New Replacement HX35W Turbo 96-98 Ram 5.9L Cummins 12 Valve | XDP Xpressor OER Series New Replacement HX35W Turbo 96-98 Ram 5.9L Cummins Federal Emissions
paddle spicer disc design clutch,\b(?:paddle\s+spicer\s+disc\s+design\s+clutch)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,South Bend 4 Paddle Spicer Disc Design Clutch Kit Full Ceramic 03-07 6.0L Powerstroke 1950-60CBK | South Bend Clutch 4 Paddle Spicer Disc Design Clutch Full Ceramic 08-10 6.4L Powerstroke | South Bend Clutch 4 Paddle Spicer Disc Design Clutch Kevlar/Ceramic 08-10 6.4L Ford Powerstroke
pressure relief valve block off,\b(?:pressure\s+relief\s+valve\s+block\s+off)\b,Fuel Related,Fuel Related,Fuel Lines and Fittings,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,2,1,ATS 7050502326 Pressure Relief Valve Block Off 6.7L Cummins / Duramax | ATS Pressure Relief Valve Block Off 03-07 Ram 5.9L Cummins | ATS Pressure Relief Valve Block Off 04.5-10 GM 6.6L Duramax
rear brake rotor and pad,\b(?:rear\s+brake\s+rotor\s+and\s+pad)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 09-18 Ram HD
rear caliper disc brake upgrade,\b(?:rear\s+caliper\s+disc\s+brake\s+upgrade)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Brake Service Kits,6,6,1.0,0.4512,1,1,SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 05-12 Ford F-250/F-350 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 09-18 Dodge/Ram 2500/3500 | SSBC-USA B8-Barbarian Direct Fit Rear Caliper Disc Brake Upgrade Kit 13-22 Ford F-250/F-350
series fuel lift pump 140gph,\b(?:series\s+fuel\s+lift\s+pump\s+140gph)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,FASS Titanium Signature Series Fuel Lift Pump 140GPH 11-16 Ford 6.7L Powerstroke | FASS Titanium Signature Series Fuel Lift Pump 140GPH 17-19 GM 6.6L Duramax L5P | FASS Titanium Signature Series Fuel Lift Pump 140GPH 17-22 Ford 6.7L Powerstroke
series fuel lift pump 240gph,\b(?:series\s+fuel\s+lift\s+pump\s+240gph)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,FASS TS F14 240G Titanium Signature Series Fuel Lift Pump 240GPH 99-07 7.3L / 6.0L Ford Powerstroke | FASS Titanium Signature Series Fuel Lift Pump 240GPH 11-16 Ford 6.7L Powerstroke | FASS Titanium Signature Series Fuel Lift Pump 240GPH 17-19 GM 6.6L Duramax L5P
series new replacement hx35w turbo,\b(?:series\s+new\s+replacement\s+hx35w\s+turbo)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,XDP Xpressor OER Series New Replacement HX35W Turbo 94-95 Ram 5.9L Cummins 12 Valve | XDP Xpressor OER Series New Replacement HX35W Turbo 96-98 Ram 5.9L Cummins 12 Valve | XDP Xpressor OER Series New Replacement HX35W Turbo 96-98 Ram 5.9L Cummins Federal Emissions
silicone radiator coolant hose kit,\b(?:silicone\s+radiator\s+coolant\s+hose\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,6,6,1.0,0.4512,1,1,HPS Silicone Radiator Coolant Hose Kit 03-07 Ford 6.0L Powerstroke | HPS Silicone Radiator Coolant Hose Kit 03-09 Dodge/Ram 5.9L/6.7L Cummins | HPS Silicone Radiator Coolant Hose Kit 08-10 Ford 6.4L Powerstroke
single disc clutch w flywheel,\b(?:single\s+disc\s+clutch\s+w\s+flywheel)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,Clutch Masters FXT100 Organic Single Disc Clutch w/ Flywheel 01-05 Dodge 5.9L Cummins NV5600 | Clutch Masters FXT100 Organic Single Disc Clutch w/ Flywheel 94-04 Dodge 5.9L Cummins NV4500 | Clutch Masters FXT100 Organic Single Disc Clutch w/ Flywheel and Hydraulics 05.5-18 Dodge 5.9L / 6.7
slotted front brake rotor and,\b(?:slotted\s+front\s+brake\s+rotor\s+and)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Front Brake Rotor and Pad Kit 09-18 Ram HD
slotted rear brake rotor and,\b(?:slotted\s+rear\s+brake\s+rotor\s+and)\b,Brakes,Brakes,Rotor & Pad Packages,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,EBC Stage 3 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 03-08 Ram HD | EBC Stage 8 Dimpled and Slotted Rear Brake Rotor and Pad Kit 09-18 Ram HD
solo hd rear overload bumpstop,\b(?:solo\s+hd\s+rear\s+overload\s+bumpstop)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 01-10 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 03-13 Ram 2500/3500 | 08-14 Ram 4500/5500 | SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 14-23 Ram 2500/3500 2wd/4wd
squadron sae fog pocket light,\b(?:squadron\s+sae\s+fog\s+pocket\s+light)\b,Lighting,Lighting,Auxiliary Lighting,Motor Vehicle Lighting,6,6,1.0,0.4512,1,1,Baja Designs Squadron SAE Fog Pocket Light Kit 10-18 Ram 2500 / 3500 | Baja Designs Squadron SAE Fog Pocket Light Kit 15-19 GM Colorado / Canyon / Silverado / Sierra | Baja Designs Squadron SAE Fog Pocket Light Kit 17-22 Ford F-250 / F-350 SuperDuty 4x4
stainless steel turbo back single,\b(?:stainless\s+steel\s+turbo\s+back\s+single)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"Diamond Eye 4"" Stainless Steel Turbo Back Single 00-03 7.3L Ford Powerstroke | Diamond Eye 4"" Stainless Steel Turbo Back Single 89-93 Dodge 5.9L Cummins 2WD K4209S | Diamond Eye 4"" Stainless Steel Turbo Back Single Outlet Exhaust 98.5-02 Dodge 5.9L Cummins K4212S"
sumospring solo hd rear overload,\b(?:sumospring\s+solo\s+hd\s+rear\s+overload)\b,Suspension & Steering,Suspension & Steering,Bumpstops,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 01-10 GM 2500HD/3500 2WD/4WD | SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 03-13 Ram 2500/3500 | 08-14 Ram 4500/5500 | SuperSprings SumoSpring Solo HD Rear Overload Bumpstop 14-23 Ram 2500/3500 2wd/4wd
supreme outer right tie rod,\b(?:supreme\s+outer\s+right\s+tie\s+rod)\b,Suspension & Steering,Suspension & Steering,Tie Rods & Steering Linkage,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,Mevotech Supreme Outer Right Tie Rod End 00-02 Ram 2500/3500 4WD | Mevotech Supreme Outer Right Tie Rod End 05-19 Ford Superduty F-250/350/450/550 | Mevotech Supreme Outer Right Tie Rod End 89-93 Dodge Ram 5.9L Cummins W250/350
titanium signature series pump motor,\b(?:titanium\s+signature\s+series\s+pump\s+motor)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,FASS Fuel Systems Replacement 100 GPH Titanium Signature Series Pump Motor | FASS Fuel Systems Replacement 140 GPH Titanium Signature Series Pump Motor | FASS Fuel Systems Replacement 260 GPH Titanium Signature Series Pump Motor
ttx suspension upper ball joint,\b(?:ttx\s+suspension\s+upper\s+ball\s+joint)\b,Axles & Differentials,Axles & Differentials,Ball Joints,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,Mevotech TTX Suspension Upper Ball Joint 01-10 GM 2500HD/3500HD | Mevotech TTX Suspension Upper Ball Joint 03-13 Dodge Ram 2500 2WD | 08-12 3500 2WD | Mevotech TTX Suspension Upper Ball Joint 03-24 Dodge Ram 2500/3500
turbo back stainless exhaust system,\b(?:turbo\s+back\s+stainless\s+exhaust\s+system)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 99-03 Ford 7.3L Powerstroke"
turbo with billet compressor wheel,\b(?:turbo\s+with\s+billet\s+compressor\s+wheel)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,6,6,1.0,0.4512,2,1,Direct Replacement 62mm HE351VE VGT Turbo with Billet Compressor Wheel 07.5-12 Dodge 6.7L Cummins | Direct Replacement 64mm HE351VE VGT Turbo with Billet Compressor Wheel 07.5-12 Dodge 6.7L Cummins | Garrett 848212-5002B Stock Replacement Turbo with Billet Compressor Wheel 11-16 6.6L GM Duramax LML
twin disc clutch kit with,\b(?:twin\s+disc\s+clutch\s+kit\s+with)\b,Manual Transmission,Manual Transmission,Dual Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 01-05 Dodge Ram 5.9L Cummins NV5600 | Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 05.5-18 Dodge 5.9L / 6.7L Cummins | Clutch Masters FX1200 Race Twin Disc Clutch Kit with Flywheel 94-04 Dodge Ram 5.9L Cummins NV4500
use with 2 receiver hitch,\b(?:use\s+with\s+2\s+receiver\s+hitch)\b,Hitches,Hitches,,Motor Vehicle Towing,6,6,1.0,0.4512,1,1,"Weigh Safe 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe Black Cerakote Drop Hitch | Designed for use with 2"" Receiver Hitch"
weatherstrip kit drv pass side,\b(?:weatherstrip\s+kit\s+drv\s+pass\s+side)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,6,6,1.0,0.4512,1,1,"Fairchild Belt, Door, and Window Channel Weatherstrip Kit | Drv & Pass Side | 87-97 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Kit | Drv & Pass Side | Crew Cab | 99-16 Ford F-250/F-350 | Fairchild Glass Run Window Channel Weatherstrip Kit | Drv & Pass Side | 80-97 Ford F-250/F-350"
xp 4 stainless cat back,\b(?:xp\s+4\s+stainless\s+cat\s+back)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-04 Dodge 5.9L Cummins | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-05 Powerstroke 6.0L Excursion | AFE MACH Force XP 4"" Stainless Cat Back Exhaust 03-07 Ford 6.0L Powerstroke"
2 5 coilover conversion,\b(?:2\s+5\s+coilover\s+conversion)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"BDS Suspension 2.5"" Coil-Over Conversion System 11-16 Ford 6.7L Powerstroke Superduty 4WD | BDS Suspension 3"" Radius Arm Lift Kit FOX 2.5 Coil-Over Conversion Performance Elite 19-24 Ram 2500 | BDS Suspension 4"" 4-Link Lift Kit FOX 2.5 Coil-Over Conversion Performance Elite 19-24 Ram 2500"
2 5 reservoir shocks,\b(?:2\s+5\s+reservoir\s+shocks)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"Cognito 210-P0930 Elite Leveling Kit With Fox Elite 2.5 Reservoir Shocks 20-25 GM 6.6L Duramax L5P | Cognito 210-P0932 Elite Leveling Kit W/ Fox Elite 2.5 Reservoir Shocks 11-19 GM 6.6L Duramax LML/L5P | Cognito 5"" Elite Lift Kit With Elka 2.5 Reservoir Shocks 20-25 GM 6.6L Duramax L5P"
20 alpha satin black,\b(?:20\s+alpha\s+satin\s+black)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,6,6,1.0,0.4512,1,1,"ICON Alloys 20"" ALPHA Satin Black Wheel 8x170 Bolt Pattern | ICON Alloys 20"" ALPHA Satin Black Wheel 8x180 Bolt Pattern | ICON Alloys 20"" ALPHA Satin Black Wheel 8x6.5 Bolt Pattern"
3 performance leveling kit,\b(?:3\s+performance\s+leveling\s+kit)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,"Cognito 3"" Performance Leveling Kit 11-19 GM 6.6L Duramax 2500HD/3500 | Cognito 3"" Performance Leveling Kit With Fox 2.0 IFP Shocks 13-24 Ram 3500 Cummins 4WD | Cognito 3"" Performance Leveling Kit With Fox 2.0 IFP Shocks 14-24 Ram 2500 Cummins 4WD"
3 piece exhaust manifold,\b(?:3\s+piece\s+exhaust\s+manifold)\b,Exhaust,Exhaust,Exhaust Manifolds,Motor Vehicle Exhaust,6,6,1.0,0.4512,2,1,ATS Pulse Flow 3 Piece Exhaust Manifold Kit (T3) 94-98 Ram 5.9L Cummins | ATS Pulse Flow 3 Piece Exhaust Manifold Kit (T3) 98.5-02 Ram 5.9L Cummins | ATS Pulse Flow 3 Piece Exhaust Manifold Kit (T4) 94-98 Ram 5.9L Cummins
4 turbo back exhaust,\b(?:4\s+turbo\s+back\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,2,1,"MBRP Armor Lite 4"" Turbo Back Exhaust 89-93 Dodge 5.9L Cummins 4WD | MBRP Armor Lite 4"" Turbo Back Exhaust Kit 00-03 7.3L Ford Powerstroke Excursion | MBRP Armor Series 4"" Turbo Back Exhaust Kit (Stock Cat) 03-07 Ford 6.0L Powerstroke"
518 common rail injector,\b(?:518\s+common\s+rail\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,BD Performance Plus 518 Common Rail Injector 07.5-12 Dodge 6.7L Cummins | BD Performance Plus 518 Common Rail Injector 13-18 Dodge 6.7L Cummins | BD Premium Performance Plus 518 Common Rail Injector 07.5-12 Dodge 6.7L Cummins
8volt mechanical boost gauge,\b(?:8volt\s+mechanical\s+boost\s+gauge)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,6,6,1.0,0.4512,1,1,Isspro EV2 3.8-volt Mechanical Boost Gauge R12000-Style 01-06 GM Duramax | Isspro EV2 3.8-volt Mechanical Boost Gauge R14000-Style 03-09 Dodge Ram 2500 / 3500 | Isspro EV2 3.8-volt Mechanical Boost Gauge R19000-Style 03-09 Dodge Ram 2500 / 3500
aluminized cat back single,\b(?:aluminized\s+cat\s+back\s+single)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"Diamond Eye 4"" Aluminized Cat Back Single 03-05 6.0L Ford Powerstroke Excursion K4354A | Diamond Eye 4"" Aluminized Cat Back Single 03-07 6.0L Ford Powerstroke K4338A | Diamond Eye 4"" Aluminized Cat Back Single 94-97 7.3L Ford Powerstroke K4310A"
aluminum air tank kit,\b(?:aluminum\s+air\s+tank\s+kit)\b,Suspension & Steering,Suspension & Steering,,Motor Vehicle Parts,6,6,1.0,0.4512,1,1,PacBrake HP10266 AMP 0.5 Gallon Premium Aluminum Air Tank Kit | PacBrake HP10267 AMP 2.5 Gallon Premium Aluminum Air Tank Kit | PacBrake HP10268 AMP 5 Gallon Premium Aluminum Air Tank Kit
antirock front sway bar,\b(?:antirock\s+front\s+sway\s+bar)\b,Suspension & Steering,Suspension & Steering,Sway Bar Related,Motor Vehicle Suspension Parts,6,6,1.0,0.4512,1,1,RockJock Antirock Front Sway Bar Kit | .770 in Bar | 20-23 Jeep Wrangler JL / Gladiator JT | RockJock Antirock Front Sway Bar Kit | .850 In. Bar | 20-23 Jeep Gladiator JT | RockJock Antirock Front Sway Bar Kit | .850 In. Bar | 20-23 Jeep Wrangler JL
armor plus 4 turbo,\b(?:armor\s+plus\s+4\s+turbo)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 00-03 Ford 7.3L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 03-05 Ford 6.0L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke"
armor plus 5 turbo,\b(?:armor\s+plus\s+5\s+turbo)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,1,1,"MBRP Armor Plus 5"" Turbo Back Stainless Exhaust System 03-04 Dodge 5.9L Cummins | MBRP Armor Plus 5"" Turbo Back Stainless Exhaust System without Muffler 98.5-02 Dodge 5.9L Cummins | MBRP Armor Plus 5"" Turbo Back Stainless Exhaust System without Muffler 99-03 Ford 7.3L Powerstroke"
axle aam 9 25,\b(?:axle\s+aam\s+9\s+25)\b,Axles & Differentials,Axles & Differentials,Axles,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,Yukon 4340 Chromoly 1550 Front Outer Stub Axle AAM 9.25 10-17 Dodge Ram 2500/3500 | Yukon 4340 Chromoly Front Left Side Axle AAM 9.25 Differential 03-09 Dodge Ram 2500/3500 | Yukon 4340 Chromoly Front Left Side Axle AAM 9.25 Differential 10-22 Ram 2500/3500
back aluminized exhaust kit,\b(?:back\s+aluminized\s+exhaust\s+kit)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,6,6,1.0,0.4512,2,1,"MBRP 4"" Armor Lite DPF Back Aluminized Exhaust Kit with Downpipe 11-14 Ford 6.7L Powerwstroke | MBRP Armor Lite 4"" Cat Back Aluminized Exhaust Kit 04-07 Ford 6.0L Powerstroke E-Series Van | MBRP Armor Lite 4"" DPF Back Aluminized Exhaust Kit without Muffler 07.5-12 Dodge 6.7L Cummins"
bd torquemaster proforce 3d,\b(?:bd\s+torquemaster\s+proforce\s+3d)\b,Automatic Transmission,Automatic Transmission,Transmission Packages,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,BD TorqueMaster ProForce 3D 47RE Transmission & Torque Converter 00-02 Dodge 5.9L Cummins | BD TorqueMaster ProForce 3D 47RE Transmission & Torque Converter 96-98 Dodge 5.9L Cummins | BD TorqueMaster ProForce 3D 47RE Transmission & Torque Converter 98.5-99 Dodge 5.9L Cummins 4WD
brakes big claw hd,\b(?:brakes\s+big\s+claw\s+hd)\b,Brakes,Brakes,Brake Rotors,Motor Vehicle Braking,6,6,1.0,0.4512,1,1,Baer Brakes Big Claw HD Front Rotors 19-25 Dodge/Ram 2500/3500 | Baer Brakes Big Claw HD Front Rotors 20-25 GM 2500HD/3500HD | Baer Brakes Big Claw HD Front Rotors 23-25 Ford SuperDuty F-250/F-350 4WD
brand new stock injector,\b(?:brand\s+new\s+stock\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,6,6,1.0,0.4512,1,1,Dynomite Diesel Brand New Stock Injector 01-04 GM 6.6L Duramax LB7 | Dynomite Diesel Brand New Stock Injector 04.5-05 GM 6.6L Duramax LLY | Dynomite Diesel Brand New Stock Injector 06-07 GM 6.6L Duramax LBZ
bumper winch bar kit,\b(?:bumper\s+winch\s+bar\s+kit)\b,Bumpers,Bumpers,,Motor Vehicle Frame & Body Parts,6,6,1.0,0.4512,1,1,ARB Full Deluxe Modular Bumper Winch Bar Kit 11-16 Ford F-250 / F-350 SuperDuty | ARB Full Deluxe Modular Front Bumper Winch Bar Kit 15-18 Chevrolet 2500HD / 3500 | ARB Full Width Modular Front Bumper Winch Bar Kit 11-16 Ford F-250 / F-350 SuperDuty
clear chrome projector headlights,\b(?:clear\s+chrome\s+projector\s+headlights)\b,Lighting,Lighting,Headlights,Motor Vehicle Lighting,6,6,1.0,0.4512,1,1,RECON Clear/Chrome Projector Headlights w/ith OLED Halos 07-13 GMC Sierra | RECON Clear/Chrome Projector Headlights with OLED Halos 02-05 Dodge Ram | RECON Clear/Chrome Projector Headlights with OLED Halos 05-07 Ford SuperDuty
ddc forged the ten,\b(?:ddc\s+forged\s+the\s+ten)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,6,6,1.0,0.4512,1,1,"DDC Forged The Ten Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Ten Black 22""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Ten Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually"
differential cover aam 14bolt,\b(?:differential\s+cover\s+aam\s+14bolt)\b,Axles & Differentials,Axles & Differentials,Differential Covers,Motor Vehicle Transmission & Drivetrain Parts,6,6,1.0,0.4512,1,1,"Mag-Hytec Front Differential Cover | AAM 14-Bolt 9.25"" | 03-13 Dodge Ram 2500/3500 | Mag-Hytec Rear Differential Cover AAM 14-Bolt 11.5"" | 03-18 Ram 2500/3500 | 01-19 GM 2500HD / 3500 | Mag-Hytec Rear Differential Cover | AAM 14-Bolt 10.5"" | 03-05 Dodge Ram 2500"
