alias_phrase,pattern,type,category,subtype,google_leaf,support_products,dominant_count,precision,confidence,vendor_count,mapping_variants,example_titles
back stainless exhaust system,\b(?:back\s+stainless\s+exhaust\s+system)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP Armor Plus 4"" DPF Back Stainless Exhaust System without Muffler 07.5-10 GM 6.6L Duramax LMM | MBRP Armor Plus 4"" DPF Back Stainless Exhaust System without Muffler 08-10 Ford 6.4L Powerstroke | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke"
cat back aluminized exhaust,\b(?:cat\s+back\s+aluminized\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP Armor Lite 4"" Cat Back Aluminized Exhaust Kit 04-07 Ford 6.0L Powerstroke E-Series Van | MBRP Armor Lite 4"" Cat Back Aluminized Exhaust System with Muffler 01-05 GM 6.6L Duramax | MBRP Armor Lite 4"" Cat Back Aluminized Exhaust System with Muffler 03-07 Ford 6.0L Powerstroke"
dragon fly fuel injector,\b(?:dragon\s+fly\s+fuel\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Industrial Injection Dragon Fly Fuel Injector 03-07 Ford 6.0L Powerstroke | Industrial Injection Dragon Fly Fuel Injector Nozzles 01-04 GM 6.6L Duramax LB7 | Industrial Injection Dragon Fly Fuel Injector Nozzles 03-04 Dodge/Ram 5.9L Cummins
ev2 electronic boost gauge,\b(?:ev2\s+electronic\s+boost\s+gauge)\b,Gauges,Gauges,Boost Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Boost Gauge #2 And Sensor R42000-Style | Isspro EV2 Electronic Boost Gauge And Sensor 0-60psi R38000-Style | Isspro EV2 Electronic Boost Gauge And Sensor R14000-Style
ev2 electronic pyrometer gauge,\b(?:ev2\s+electronic\s+pyrometer\s+gauge)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R34000-Style | Isspro EV2 Electronic Pyrometer Gauge #2 And Thermocouple R42000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style
inlet x 5 outlet,\b(?:inlet\s+x\s+5\s+outlet)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP T5051 4"" Inlet x 5"" Outlet x 12"" Length Rolled Angle Cut Polished Stainless Exhaust Tip | MBRP T5052 4"" Inlet x 5"" Outlet x 12"" Length Single Wall Angle Cut Polished Stainless Exhaust Tip | MBRP T5085 5"" Inlet x 5"" Outlet Turn Down Polished Exhaust Tip"
inlet x 6 outlet,\b(?:inlet\s+x\s+6\s+outlet)\b,Exhaust,Exhaust,Tips,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP T5072BLK 4"" Inlet x 6"" Outlet x 12"" Length Rolled Angle Cut Black Exhaust Tip | MBRP T5075 5"" Inlet x 6"" Outlet x 12"" Length Rolled Angle Cut Polished Stainless Exhaust Tip | MBRP T5125 5"" Inlet x 6"" Outlet x 18"" Length Rolled Angle Cut Polished Stainless Exhaust Tip"
intercooler charge pipe kit,\b(?:intercooler\s+charge\s+pipe\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercooler Pipes / Hoses,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Sinister Diesel Hot Side Intercooler Charge Pipe Kit 11-16 GM 6.6L Duramax LML | Sinister Diesel Intercooler Charge Pipe Kit 03-07 Ram 5.9L Cummins | Sinister Diesel Intercooler Charge Pipe Kit 07.5-09 Dodge 6.7L Cummins
mechanical fuel pressure gauge,\b(?:mechanical\s+fuel\s+pressure\s+gauge)\b,Gauges,Gauges,Fuel Pressure Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro Braided Stainless Steel Hose For Mechanical Fuel Pressure Gauge | Isspro EV2 1.7-Volt Mechanical Fuel Pressure Gauge R17000-Style 99-07 Ford Powerstroke | Isspro EV2 3.8-Volt Mechanical Fuel Pressure Gauge R12000-Style 01-06 GM Duramax
new turbo cartridge assembly,\b(?:new\s+turbo\s+cartridge\s+assembly)\b,Turbos & Accessories,Turbos & Accessories,Cartridges,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Rotomaster HX35W New Turbo Cartridge Assembly 94-98 Dodge 5.9L Cummins | Rotomaster HX35W New Turbo Cartridge Assembly 98.5-02 Dodge 5.9L Cummins | Rotomaster HY35W New Turbo Cartridge Assembly 00-01 Dodge 5.9L Cummins Auto Trans
outer belt weatherstrip seal,\b(?:outer\s+belt\s+weatherstrip\s+seal)\b,Cab Interior Upgrades & Fixes,Cab Interior Upgrades & Fixes,Weatherstrip,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 87-97 Ford F-250/F-350 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 88-00 GM 2500HD/3500 | Fairchild Front Outer Belt Weatherstrip Seal Kit | Drv & Pass Side | 94-02 Dodge Ram 2500/3500
performance leveling kit with,\b(?:performance\s+leveling\s+kit\s+with)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"Cognito 110-P0753 Performance Leveling Kit With Fox 2.0 IFP Shocks 01-10 GM 6.6L Duramax 2500/3500 | Cognito 110-P0779 Performance Leveling Kit With Fox 2.0 IFP Shocks 20-25 6.6L GM Duramax L5P | Cognito 2"" Performance Leveling Kit With Fox 2.0 IFP Shocks 17-19 Ford F-250 / F-350 4WD"
performance loaded cylinder head,\b(?:performance\s+loaded\s+cylinder\s+head)\b,Engine Components,Engine Components,Cylinder Head,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Power Stroke Products New Performance Loaded Cylinder Head 03-07 Dodge 5.9L Cummins | Power Stroke Products New Performance Loaded Cylinder Head 07.5-18 Ram 6.7L Cummins | Power Stroke Products New Performance Loaded Cylinder Head 08-10 Ford 6.4L Powerstroke
pro cold air intake,\b(?:pro\s+cold\s+air\s+intake)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,AFE Magnum FORCE Stage-2 XP Pro Cold Air Intake 17-19 GM 6.6L Durmax L5P | AFE Quantum Pro Cold Air Intake System 07.5-10 GM 6.6L Duramax | AFE Quantum Pro Cold Air Intake System 11-16 Ford 6.7L Powerstroke
prxb exhaust brake kit,\b(?:prxb\s+exhaust\s+brake\s+kit)\b,Exhaust Brakes / Engine Brakes,Exhaust Brakes / Engine Brakes,,Motor Vehicle Braking,8,8,1.0,0.5507,1,1,"PacBrake Direct Mount 4 Inch PRXB Exhaust Brake Kit (No Compressor) 03-07 Dodge 5.9L Cummins | PacBrake Inline Mount 4"" PRXB Exhaust Brake Kit 03-07 Ram 5.9L Cummins | PacBrake PRXB Exhaust Brake Kit 01-05 6.6L GM Duramax LB7 / LLY C40075"
quietcast brake rotor front,\b(?:quietcast\s+brake\s+rotor\s+front)\b,Brakes,Brakes,Brake Pads,Motor Vehicle Braking,8,8,1.0,0.5507,1,1,Bosch QuietCast Brake Rotor Front 01-10 GM 2500HD/3500 4WD | Bosch QuietCast Brake Rotor Front 03-04 Ford F250/F350 2WD | Bosch QuietCast Brake Rotor Front 03-08 Dodge 2500/3500 4WD
serpentine belt dual alternators,\b(?:serpentine\s+belt\s+dual\s+alternators)\b,Engine Components,Engine Components,Belts / Pulleys / Fans,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Dayco 6PK1670 Serpentine Belt | Dual Alternators | 03-10 Ford 6.0L Powerstroke | Dayco 6PK3480 Serpentine Belt | Dual Alternators | 02-04 & 06-07 GM 2500HD/3500 6.6L Duramax | Dayco 6PK3488 Serpentine Belt | Dual Alternators | 10-15 GM 2500HD/3500 6.6L Duramax
shank with dualball 6,\b(?:shank\s+with\s+dualball\s+6)\b,Hitches,Hitches,,Motor Vehicle Towing,8,8,1.0,0.5507,1,1,"Gen-Y Hitch Mega-Duty 32K Drop Hitch 2.5"" Shank With Dual-Ball - 6"" / 9"" / 12"" Drop | Gen-Y Hitch Mega-Duty 32K Drop Hitch 2.5"" Shank With Dual-Ball - 6"" / 9"" / 12"" Offset Drop | Gen-Y Hitch Mega-Duty 32K Drop Hitch 3"" Shank With Dual-Ball - 6"" / 9"" / 12"" Drop"
side factoryfit boot kit,\b(?:side\s+factoryfit\s+boot\s+kit)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercooler Pipes / Hoses,Motor Vehicle Parts,8,8,1.0,0.5507,1,1,Mishimoto Lower Cold Side Factory-Fit Boot Kit 03-04 Ford 6.0L Powerstroke | Mishimoto Lower Cold Side Factory-Fit Boot Kit 08-10 Ford 6.4L Powerstroke | Mishimoto Lower Hot Side Factory-Fit Boot Kit 03-07 Ford 6.0L Powerstroke
signature series adjustable fuel,\b(?:signature\s+series\s+adjustable\s+fuel)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,FASS Signature Series Adjustable Fuel Lift Pump 08-10 Ford 6.4L Powerstroke | FASS Signature Series Adjustable Fuel Lift Pump 10-14 Dodge Ram 6.7L Cummins | FASS Signature Series Adjustable Fuel Lift Pump 11-16 Ford 6.7L Powerstroke
transmission oil temperature gauge,\b(?:transmission\s+oil\s+temperature\s+gauge)\b,Gauges,Gauges,Transmission Temperature Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor 100-280°F R30000-Style | Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor 100-280°F R38000-Style | Isspro EV2 Electronic Transmission Oil Temperature Gauge And Sensor R14000-Style
turbo back stainless exhaust,\b(?:turbo\s+back\s+stainless\s+exhaust)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 00-03 Ford 7.3L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust Kit 03-05 Ford 6.0L Powerstroke Excursion | MBRP Armor Plus 4"" Turbo Back Stainless Exhaust System without Muffler 03-07 Ford 6.0L Powerstroke"
5 coilover conversion,\b(?:5\s+coilover\s+conversion)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"BDS Suspension 2.5"" Coil-Over Conversion System 11-16 Ford 6.7L Powerstroke Superduty 4WD | BDS Suspension 3"" Radius Arm Lift Kit FOX 2.5 Coil-Over Conversion Performance Elite 19-24 Ram 2500 | BDS Suspension 4"" 4-Link Lift Kit FOX 2.5 Coil-Over Conversion Performance Elite 19-24 Ram 2500"
alpha hd air,\b(?:alpha\s+hd\s+air)\b,Suspension & Steering,Suspension & Steering,Air Bags,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,PacBrake Alpha HD Air Spring Kit 17-26 Ford F250/F350 4WD | PacBrake Alpha HD Air Suspension Kit 07-24 Sprinter 3500/4500 Dually | PacBrake Alpha HD Air Suspension Kit 11-16 Ford 6.7L Powerstroke F-250/350 2WD/4WD
aluminum performance intercooler,\b(?:aluminum\s+performance\s+intercooler)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Intercoolers,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Mishimoto Aluminum Performance Intercooler 01-05 GM 6.6L Duramax | Mishimoto Aluminum Performance Intercooler 03-07 Ford 6.0L Powerstroke | Mishimoto Aluminum Performance Intercooler 06-10 GM 6.6L Duramax
aluminum performance radiator,\b(?:aluminum\s+performance\s+radiator)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Radiators,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Mishimoto Aluminum Performance Radiator 01-05 GM 6.6L Duramax | Mishimoto Aluminum Performance Radiator 03-07 Ford 6.0L Powerstroke | Mishimoto Aluminum Performance Radiator 03-09 Dodge 5.9L / 6.7L Cummins
back exhaust with,\b(?:back\s+exhaust\s+with)\b,Exhaust,Exhaust,Exhaust Kits,Motor Vehicle Exhaust,8,8,1.0,0.5507,1,1,"Diamond Eye 4"" DPF Back Exhaust With Black Tip 18-19 3.0L Ford Powerstroke | Diamond Eye 4"" DPF Back Exhaust With Stainless Tip 18-19 3.0L Ford Powerstroke | Diamond Eye 4"" Stainless DPF Back Exhaust With Black Tip 18-19 3.0L Ford Powerstroke"
black milled aftermath,\b(?:black\s+milled\s+aftermath)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,8,8,1.0,0.5507,1,1,"DDC Black/Milled Aftermath 20""x 8.25"" Wheel Set 05-10 F-450 | 15-23 F-450 | 08-24 Ram 4500 Dually | DDC Black/Milled Aftermath 20""x 8.25"" Wheel Set 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually | DDC Black/Milled Aftermath 22""x 8.25"" Wheel Set 05-10 F-450 | 15-23 F-450 | 08-24 Ram 4500 Dually"
forged the ten,\b(?:forged\s+the\s+ten)\b,Wheel & Tire,Wheel & Tire,Wheels,Automotive Rims & Wheels,8,8,1.0,0.5507,1,1,"DDC Forged The Ten Black 20""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Ten Black 22""x 8.25"" Wheels 05-10 F-450/550 | 15-23 F-450 | 08-24 Ram 4500/5500 | DDC Forged The Ten Black/Milled 22""x8.25"" Wheels 05-23 F-350 | 11-14 F-450 | 19-24 Ram 3500 Dually"
idash stealth pod,\b(?:idash\s+stealth\s+pod)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,Gauge Mounts,Motor Vehicle Power & Electrical Systems,8,8,1.0,0.5507,1,1,Banks iDash Stealth Pod Gauge Mount 18-23 Jeep Wrangler/Gladiator JL/JT | Banks iDash Stealth Pod Gauge Mounts 15-22 Ford F-150/F-250/F-350 | Banks iDash Stealth Pod Gauge Mounts 19-21 GM 1500 | 20-23 GM 2500HD/3500
inline speedometer calibrator,\b(?:inline\s+speedometer\s+calibrator)\b,Wheel & Tire,Wheel & Tire,Speedometer Calibrator,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Hypertech 730125 In-Line Speedometer Calibrator Module 17-21 Ford 6.7L Powerstroke | Hypertech 730127 In-Line Speedometer Calibrator Module 17-19 6.6L GM Duramax L5P | Hypertech 730129 In-Line Speedometer Calibrator Module 20-23 GM 6.6L Duramax L5P
lower radiator coolant,\b(?:lower\s+radiator\s+coolant)\b,Intercoolers / Radiators / Condensers,Intercoolers / Radiators / Condensers,Coolant Hoses,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Fairchild Flexible Lower Radiator Coolant Hose Intercooled 91-93 Dodge 5.9L Cummins | Fairchild Lower Radiator & Coolant Reservoir Coolant Hose 03-07 Ford 6.0L Powerstroke | Fairchild Lower Radiator Coolant Hose 03-10 Dodge/Ram 5.9L/6.7L Cummins
magnum force stage2,\b(?:magnum\s+force\s+stage2)\b,Cold Air Intakes & Air Filters,Cold Air Intakes & Air Filters,Cold Air Intakes,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,AFE Magnum FORCE Stage-2 XP Pro Cold Air Intake 17-19 GM 6.6L Durmax L5P | AFE Magnum Force Stage-2 Cold Air Intake 11-16 GM 6.6L Duramax | AFE Magnum Force Stage-2 Cold Air Intake 13-18 Ram 6.7L Cummins
monsterram intake manifold,\b(?:monsterram\s+intake\s+manifold)\b,Intake Manifolds,Intake Manifolds,,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Banks Monster-Ram Intake Manifold & Grid Heater Upgrade 07.5-12 Ram 6.7L Cummins Cab & Chassis | Banks Monster-Ram Intake Manifold System 19-24 Ram 6.7L Cummins | Banks Monster-Ram Intake Manifold System 19-24 Ram 6.7L Cummins Cab & Chassis
mount steering stabilizer,\b(?:mount\s+steering\s+stabilizer)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,Carli High Mount Steering Stabilizer 03-13 Ram 2500 / 03-12 Ram 3500 | Carli High Mount Steering Stabilizer 05-26 Ford Powerstroke F-250/F-350 | Carli High Mount Steering Stabilizer 19-25 Ram 2500/3500
nx2 steering stabilizer,\b(?:nx2\s+steering\s+stabilizer)\b,Suspension & Steering,Suspension & Steering,Steering Stabilizers,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,BDS Suspension NX2 Steering Stabilizer 03-13 Ram 2500 / 03-12 Ram 3500 T-Style Steering | BDS Suspension NX2 Steering Stabilizer Shock | Single 94-00 Dodge Ram 2500/3500 | BDS Suspension NX2 Steering Stabilizer Shock | Single | 01-02 Dodge Ram 2500/3500 4WD
performance plus injector,\b(?:performance\s+plus\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,BD 1714502 Performance Plus Injector 01-04 GM Duramax LB7 | BD 1714504 Performance Plus Injector 04.5-05 GM Duramax LLY | BD 1714520 Performance Plus Injector 07.5-10 GM Duramax LMM
premium performance plus,\b(?:premium\s+performance\s+plus)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,BD 1724502 Premium Performance Plus Injector 01-04 GM Duramax LB7 | BD 1724504 Premium Performance Plus Injector 04.5-05 GM Duramax LB7 | BD 1724520 Premium Performance Plus Injector 07.5-10 GM Duramax LMM
pyrometer gauge and,\b(?:pyrometer\s+gauge\s+and)\b,Gauges,Gauges,Pyrometer (EGT) Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,"Isspro EV2 3 3/8"" Dual Pyrometer Gauge And Thermocouples | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R30000-Style | Isspro EV2 Electronic Pyrometer Gauge And Thermocouple 0-1600°F R38000-Style"
rc1 classic grille,\b(?:rc1\s+classic\s+grille)\b,Grilles,Grilles,,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Royalty Core RC1 Classic Grille 11-16 6.7L Ford Powerstroke | Royalty Core RC1 Classic Grille 13-18 Ram 6.7L Cummins | Royalty Core RC1 Classic Grille 14-18 Ram 1500 3.0L EcoDiesel
recoil traction bars,\b(?:recoil\s+traction\s+bars)\b,Suspension & Steering,Suspension & Steering,Traction Bars,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,BDS Suspension Recoil Traction Bars | BDS Suspension Recoil Traction Bars 01-10 GM 2500HD / 3500 Short Bed | BDS Suspension Recoil Traction Bars 03-18 Ram 3500 / 03-13 Ram 2500
reman stock injector,\b(?:reman\s+stock\s+injector)\b,Fuel Related,Fuel Related,Injector Related,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Industrial Injection Reman Stock Injector & Connector Tube Pack 03-04 Dodge 5.9L Cummins | Industrial Injection Reman Stock Injector & Connector Tube Pack 04.5-07 Dodge 5.9L Cummins | Industrial Injection Reman Stock Injector & Connector Tube Pack 07.5-12 Ram 6.7L Cummins
remanufactured replacement egr,\b(?:remanufactured\s+replacement\s+egr)\b,Exhaust,Exhaust,EGR Coolers / EGR Valves,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Grizzly Remanufactured Replacement EGR Cooler 04.5-05 GM 6.6L Duramax LLY | Grizzly Remanufactured Replacement EGR Cooler 06-07 GM 6.6L Duramax LLY/LBZ | Grizzly Remanufactured Replacement EGR Cooler 07.5-09 Dodge Ram 6.7L Cummins
63mm fmw,\b(?:63mm\s+fmw)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Fleece Performance 63mm FMW Cheetah Race Turbocharger 03-04 6.0L Ford Powerstroke | Fleece Performance 63mm FMW Cheetah Race Turbocharger 04.5-07 6.0L Ford Powerstroke | Fleece Performance 63mm FMW Cheetah Turbocharger 15-19 6.7L Ford Powerstroke
ascent front,\b(?:ascent\s+front)\b,Bumpers,Bumpers,,Motor Vehicle Frame & Body Parts,8,8,1.0,0.5507,1,1,Warn 100918 Ascent Front Winch Bumper 17-22 Ford SuperDuty 4x4 | Warn 100921 Ascent Front Winch Bumper 15-19 Chevy Silverado 2500HD / 3500 4x4 | Warn 100922 Ascent Front Winch Bumper 13-18 Ram 1500 4x4
axle temperature,\b(?:axle\s+temperature)\b,Gauges,Gauges,Axle Temperature Gauges,Motor Vehicle Sensors & Gauges,8,8,1.0,0.5507,1,1,Isspro EV2 Electronic Front Axle Temperature Gauge And Sensor 100-280°F R14000-Style | Isspro EV2 Electronic Front Axle Temperature Gauge And Sensor 100-280°F R42000-Style | Isspro EV2 Electronic Rear Axle Temperature Gauge And Sensor 100-280°F R14000-Style
black cerakote,\b(?:black\s+cerakote)\b,Hitches,Hitches,,Motor Vehicle Towing,8,8,1.0,0.5507,1,1,"Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 2"" Receiver Hitch | Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 2.5"" Receiver Hitch | Weigh Safe Black Cerakote 180 Drop Hitch | Designed for use with 3"" Receiver Hitch"
boost cooler,\b(?:boost\s+cooler)\b,Water Methanol Injection,Water Methanol Injection,,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,Snow Performance Boost Cooler 7 Gallon Reservoir 40016 | Snow Performance Stage 2 Boost Cooler Water Methanol Injection System 04.5-21 GM 6.6L Duramax | Snow Performance Stage 2 Boost Cooler Water Methanol Injection System 07.5-19 Dodge 6.7L Cummins
delta joint,\b(?:delta\s+joint)\b,Suspension & Steering,Suspension & Steering,Control Arms / Radius Arms,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,ICON Vehicle Dynamics 218550DJ Delta Joint Tubular Upper Control Arm Kit 09-22 Ram 1500 4WD | ICON Vehicle Dynamics 218560DJ Delta Joint Billet Upper Control Arm Kit 20-22 Ram 1500 4WD | ICON Vehicle Dynamics 614550 Delta Joint Retrofit Kit 16-19 Titan XD / 05-18 Toyota
evolution cts3,\b(?:evolution\s+cts3)\b,Programmers / Chips / Tuners,Programmers / Chips / Tuners,,Motor Vehicle Power & Electrical Systems,8,8,1.0,0.5507,1,1,Edge Evolution CTS3 California Edition 94-19 Ford Powerstroke | Edge Evolution CTS3 Tuner 17-23 GM 6.6L Duramax L5P | Edge Evolution CTS3 Tuner California Edition 03-12 Dodge 5.9L / 6.7L Cummins
feramic clutch,\b(?:feramic\s+clutch)\b,Manual Transmission,Manual Transmission,Single Disc Clutches,Motor Vehicle Transmission & Drivetrain Parts,8,8,1.0,0.5507,1,1,"South Bend Clutch 13"" Full Feramic Clutch Kit 89-04 Dodge 5.9L Cummins 5-Speed | South Bend Clutch 13"" Full Feramic Clutch Kit Without Flywheel 89-04 Dodge 5.9L Cummins 5-Speed | South Bend Clutch 13"" Organic / Feramic Clutch Without Flywheel 89-04 Dodge 5.9L Cummins 5-Speed"
performance lift,\b(?:performance\s+lift)\b,Suspension & Steering,Suspension & Steering,Lift & Leveling Kits,Motor Vehicle Suspension Parts,8,8,1.0,0.5507,1,1,"Cognito 10"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax | Cognito 12"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax | Cognito 4"" Performance Lift Package with Fox Shocks 11-19 GM 6.6L Duramax"
pump motor,\b(?:pump\s+motor)\b,Fuel Related,Fuel Related,Lift Pumps,Motor Vehicle Fuel Systems,8,8,1.0,0.5507,1,1,FASS Fuel Systems Replacement 100 GPH Titanium Signature Series Pump Motor | FASS Fuel Systems Replacement 140 GPH Titanium Signature Series Pump Motor | FASS Fuel Systems Replacement 260 GPH Titanium Signature Series Pump Motor
s300 turbo,\b(?:s300\s+turbo)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,Smeding Diesel Direct Bolt In S300 Turbo 04.5-10 GM 6.6L Duramax | Smeding Diesel Direct Bolt In S300 Turbo 11-16 GM 6.6L Duramax LML | Smeding Diesel E-Series S300 Turbo Kit 11-14 Ford 6.7L Powerstroke
series turbocharger,\b(?:series\s+turbocharger)\b,Turbos & Accessories,Turbos & Accessories,Complete Turbos,Motor Vehicle Engine Parts,8,8,1.0,0.5507,1,1,AFE BladeRunner GT Series Turbocharger 04.5-10 GM 6.6L Duramax LLY / LBZ / LMM | AFE BladeRunner GT Series Turbocharger 99.5-03 7.3L Ford Powerstroke | AFE BladeRunner Street Series Turbocharger 01-04 6.6L GM Duramax
